Log file created: Tue Nov  5 15:07:56 2019
Ticks = 8168821      <4535578048> <ALOG> <5> PR Death PR Death
Ticks = 8168821      <4535578048> <ALOG> <5> FLT Death FLT Death
Ticks = 8169189      <4535578048> <ALOG> <5> OM Death OM Death
Ticks = 8169195      <4535578048> <ALOG> <5> SND Death SND Death
Ticks = 8169195      <4535578048> <ALOG> <5> PIN Death PIN Death
Ticks = 8169203      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169213      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169213      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169213      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169213      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169213      <4535578048> <ALOG> <5> PIN Death PIN PS Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN CIN Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN EI Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169215      <4535578048> <ALOG> <5> PIN Death PIN PS Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN YM Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN PS Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN JSX Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN PS3 Death
Ticks = 8169216      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN RLA Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN PS Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN PS Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN ZPIC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN PS Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169217      <4535578048> <ALOG> <5> PIN Death PIN MC Death
Ticks = 8169232      <123145364611072> <ALOG> <5> COR CORp_ShutdownPSL successfully shutdown AdobePSL
Ticks = 8169233      <4535578048> <ALOG> <5> TXT Death TXT Death
Ticks = 8169233      <4535578048> <ALOG> <5> TXT Death TXT_ShutdownGlobalDocumentResources called successfully.
Ticks = 8169234      <4535578048> <ALOG> <5> TXT Death TXT_FontServer::FontServer ()->FreeFontServer() called successfully.
Ticks = 8169234      <4535578048> <ALOG> <5> TXT Death SLO::FreeAutoPtrInternalMemory() called successfully.
Ticks = 8169240      <4535578048> <ALOG> <5> TXT Death SLO::SLOTerminate () called successfully.
Ticks = 8169248      <4535578048> <ALOG> <5> TXT Death COR_BIBCLIENTTERMINATE_IF_NEEDED called successfully.
Ticks = 8169248      <4535578048> <ALOG> <5> TXT Death U_Context::UnregisterState(TXT_GlobalState::S_Name) called successfully.
Ticks = 8169248      <4535578048> <ALOG> <5> P Death P Death
Ticks = 8169248      <4535578048> <ALOG> <5> PF Death PF Death
Ticks = 8169248      <4535578048> <ALOG> <5> TDB Death TDB Death
Ticks = 8169248      <4535578048> <ALOG> <5> TDB Death TDB StreamBase Death
Ticks = 8169248      <4535578048> <ALOG> <5> PLUG Death PLUG Death
Ticks = 8169255      <4535578048> <ALOG> <5> MC Death MC Death
Ticks = 8169257      <4535578048> <ALOG> <5> VAL Death VAL Death
Ticks = 8169257      <4535578048> <ALOG> <5> PREF Death PREF Death
Ticks = 8169257      <4535578048> <ALOG> <5> RND Death RND Death
Ticks = 8169258      <4535578048> <ALOG> <5> M Death M Death
Ticks = 8169258      <4535578048> <ALOG> <5> FILE Death FILE Death
Ticks = 8169258      <4535578048> <ALOG> <5> U Death U Death
-------------------------------------------
Log file closed: Tue Nov  5 17:24:05 2019

